Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
bucegi-pate-pui-200g-11429,Bucegi Pate Pui 200g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-11429,199.9888759,shopify,6,deny,manual,1.5,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
bucegi-pate-pui-300g-11433,Bucegi Pate Pui 300g,,Basarabia,Uncategorized,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-11433,300.0059935,shopify,6,deny,manual,1.8,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
bucegi-pate-porc-200g-11428,Bucegi Pate Porc 200g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-11428,199.9888759,shopify,6,deny,manual,1.5,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
bucegi-pate-porc-300g-11431,Bucegi Pate Porc 300g,,Basarabia,Uncategorized,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-11431,300.0059935,shopify,6,deny,manual,1.8,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
bucegi-pate-gasca-120g-11458,Bucegi Pate Gasca 120g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-11458,120.0205411,shopify,6,deny,manual,1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
ardealul-pate-vegetal-masline-100g-16885,Ardealul Pate Vegetal Masline 100g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-16885,100.0171176,shopify,6,deny,manual,0.8,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
ardealul-pate-vegetal-ciuperci-100g-16884,Ardealul Pate Vegetal Ciuperci 100g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-16884,100.0171176,shopify,6,deny,manual,0.9,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
ardealul-pate-vegetal-ardei-200g-16881,Ardealul Pate Vegetal Ardei 200g,,Basarabia,Uncategorized,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-16881,199.9888759,shopify,6,deny,manual,1.4,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
ardealul-pate-vegetal-ardei-100g-16882,Ardealul Pate Vegetal Ardei 100g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-16882,100.0171176,shopify,6,deny,manual,0.8,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
ardealul-pate-vegetal-200g-11311,Ardealul Pate Vegetal 200g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-11311,199.9888759,shopify,6,deny,manual,1.1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
ardealul-pate-pui-300g-11321,Ardealul Pate Pui 300g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-11321,300.0059935,shopify,6,deny,manual,1.8,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
ardealul-pate-pui-200g-11317,Ardealul Pate Pui 200g,,Basarabia,Uncategorized,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-11317,199.9888759,shopify,6,deny,manual,1.3,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
ardealul-pate-pui-100g-11323,Ardealul Pate Pui 100g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-11323,100.0171176,shopify,6,deny,manual,0.8,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
ardealul-pate-porc-reteta-lui-ion-100g-14355,Ardealul Pate Porc Reteta Lui Ion 100g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-14355,100.0171176,shopify,6,deny,manual,0.9,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
ardealul-pate-porc-picant-200g-11315,Ardealul Pate Porc Picant 200g,,Basarabia,Uncategorized,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-11315,199.9888759,shopify,6,deny,manual,1.3,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
ardealul-pate-porc-300g-11318,Ardealul Pate Porc 300g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-11318,300.0059935,shopify,6,deny,manual,1.7,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
ardealul-pate-porc-200g-11316,Ardealul Pate Porc 200g,,Basarabia,Uncategorized,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-11316,199.9888759,shopify,6,deny,manual,1.2,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
ardealul-pate-porc-100g-11322,Ardealul Pate Porc 100g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-11322,100.0171176,shopify,6,deny,manual,0.7,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
antrefrig-pate-porc-picant-100g-14186,Antrefrig Pate Porc Picant 100g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-14186,100.0171176,shopify,6,deny,manual,0.9,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
antrefrig-pate-porc-200g-14110,Antrefrig Pate Porc 200g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-14110,199.9888759,shopify,6,deny,manual,1.4,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
antrefrig-pate-porc-100g-14109,Antrefrig Pate Porc 100g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-14109,100.0171176,shopify,6,deny,manual,1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
antrefrig-junior-pate-porc-unt-100g-16834,Antrefrig Junior Pate Porc Unt 100g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-16834,100.0171176,shopify,6,deny,manual,1.1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
altceva-pepene-in-saramura-1600g-18718,Altceva Pepene In Saramura 1600g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-18718,1600.001726,shopify,4,deny,manual,4.1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
altceva-muraturi-asortate-1600g-18719,Altceva Muraturi Asortate 1600g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-18719,1600.001726,shopify,4,deny,manual,4.2,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
varza-murata-capatana-romaneasca-15kg-15246,Varza Murata Capatana Romaneasca 15kg,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-15246,14999.98216,shopify,15,deny,manual,1.1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
scandia-pate-pui-120g-12851,Scandia Pate Pui 120g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-12851,120.0205411,shopify,6,deny,manual,1.3,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
scandia-pate-gasca-120g-11430,Scandia Pate Gasca 120g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-11430,120.0205411,shopify,6,deny,manual,1.7,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
scandia-pate-fazan-120g-11444,Scandia Pate Fazan 120g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-11444,120.0205411,shopify,6,deny,manual,1.4,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
scandia-pate-curcan-120g-11445,Scandia Pate Curcan 120g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-11445,120.0205411,shopify,6,deny,manual,1.4,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
raureni-muraturi-asortate-otet-720ml-18266,Raureni Muraturi Asortate Otet 720ml,,Basarabia,,Cans & Jars,"Cans & Jars, price-match",TRUE,Title,Default Title,,,,,,,,MAR-18266,0,shopify,12,deny,manual,1.4,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
raureni-castraveti-saramura-720g-10899,Raureni Castraveti Saramura 720g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-10899,719.9871689,shopify,12,deny,manual,1.6,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
raureni-castraveti-otet-6-9cm-720ml-10875,Raureni Castraveti Otet 6-9Cm 720ml,,Basarabia,,Cans & Jars,"Cans & Jars, price-match",TRUE,Title,Default Title,,,,,,,,MAR-10875,0,shopify,6,deny,manual,1.8,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
deroni-zacusca-cu-ardei-capia-si-vinete-coapte-17085,Deroni Zacusca Cu Ardei Capia Si Vinete Coapte,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-17085,0,shopify,6,deny,manual,1.9,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
deroni-zacusca-bulgareasca-300g-18127,Deroni Zacusca Bulgareasca 300g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-18127,300.0059935,shopify,6,deny,manual,1.9,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
bucegi-pate-pui-120g-11457,Bucegi Pate Pui 120g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-11457,120.0205411,shopify,6,deny,manual,0.8,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
bucegi-pate-porc-120g-11451,Bucegi Pate Porc 120g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-11451,120.0205411,shopify,6,deny,manual,0.8,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
ardealul-pate-vegetal-100g-10419,Ardealul Pate Vegetal 100g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-10419,100.0171176,shopify,6,deny,manual,0.7,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
